,address,delegation,refund_in_ujuno,refun_in_juno
1668,juno1smny7pkrs7tya7392augns05tktw5ykd073zze,50000000,2500000,2.5
1669,juno1sug63zszkvas04lwhfckmqkkrs4u4lcsvd4smx,16425267,821263,0.821263
1670,juno1sawqh6jmj44ypdq56qsnkca7k66jpxtacvhr62,20000000,1000000,1.0
1671,juno1saja0cr490e205rn527rrrscwn5yfcghaant7a,14472983,723649,0.723649
1672,juno1sa7uk8tmant6tnmqes50mrxaer6q6swesl4nzx,132547823,6627391,6.627391
1673,juno1s7qdlzh5ckwa7ryplf4avjwynd5yjlmq3qpa2q,110120,5506,0.005506
1674,juno1s7fq9luqmzd0ul53f4q4wu4flfkkrunw2s98ug,10,0,0.0
1675,juno1s7jhu47u2ukrcy0tpayrksmakkdkgjmvj9lkqz,50040000,2502000,2.502
1676,juno1s7kyhfe3aghmssvuu0ek9zdlvc5rcu8cja5pga,65000000,3250000,3.25
1677,juno1s76z7jrt7ss8amaat3wdml3ulpwgde4e25fksq,1002163,50108,0.050108
1678,juno1slz9f3x7kghpjpc8pryu7tmnr2cevd7lf6xlj7,110120,5506,0.005506
1679,juno1slvhtsyq3rsuypvzp6mne8qp36re9z3mn0uk7v,44071370,2203568,2.203568
1680,juno1sl365pf2zs3pcpkl3qwkzppfle7kqaqszyh240,105394333,5269716,5.269716
1681,juno1slhz5k0e4d576t04lq8wj506vzs96kye2p0lt9,1050000,52500,0.0525
1682,juno1slu564m2nxp75axca79lmntvstft5x4yey9efm,10001,500,0.0005
1683,juno13qg8wcye68jy2pzxlft33kp6q5u846c2fx4f3x,1036238,51811,0.051811
1684,juno13qny7y3msjr5lyngqt28hjgz33xhtd24wrmhfz,316000000,15800000,15.8
1685,juno13q5caupp27n59fy4q2mar7vp0uqv5jqjk5k70r,3658558,182927,0.182927
1686,juno13q4ny8xvzppnp5rn9enjkt9w69yqp9fy66gn7g,9686320,484316,0.484316
1687,juno13qedv4awerp9lmg56nyz8apu6ky0t0lx3h0dxa,21617188,1080859,1.080859
1688,juno13qe0lks52u4lt8c9y4nnn45luukpv2z32mtf5d,1944825,97241,0.097241
1689,juno13q6wx8vssvg2levkhwcynz29dms8m4q2lf2zds,9000000,450000,0.45
1690,juno13pqwccswtsdc8s8fvs887x3fs5pc7wy0magn93,78490697,3924534,3.924534
1691,juno13p03uflp0wel9jz255pjaems7gxzfhh9mkwnd5,187444023,9372201,9.372201
1692,juno13ps9yyhqejq96q4xd03x36k7rv976p464e76kv,2000000,100000,0.1
1693,juno13pjfnpk5sdfdq2ypuz4d9lk350rsgawr3j9l6f,10,0,0.0
1694,juno13zq9qq5suvq2m6sqa3qdcttjxuwc7a787uqa7w,1000000,50000,0.05
1695,juno13zpvswrml02rnu7lzjkrkrgf0drsa6ahaj08zj,212621782,10631089,10.631089
1696,juno13zyrkcdfksue9xfp9kam247nhlhfmmht30g294,1010000,50500,0.0505
1697,juno13zfa9l9yj5m2qrn89r37628x0kfnx9ay4wclxv,4444352,222217,0.222217
1698,juno13zt5xtz77uy87w4gezyj8aqkf6vly2tm2uhukv,62220000,3111000,3.111
1699,juno13zkp5vzf8ke9qz0r66e9l5cz9ykcxh74pf9eyl,300000,15000,0.015
1700,juno13zekzgadm2f0lltnr95ncn6jxumtsavsrjuy38,1010000,50500,0.0505
1701,juno13r8uhuntd2zs5m2vxqsyg38s97h3wzcal8m4l2,10001,500,0.0005
1702,juno13rs6nm0g0kjxddhq4ky8arthaprlfheuah2wqr,50100000,2505000,2.505
1703,juno13regmuuf8e9w3gxyvzpcx0g7ql0wyeglcey5x8,105872903,5293645,5.293645
1704,juno13r6ln7w85u7s4s4v7gyy60wu8ls6845nnajl47,9900000,495000,0.495
1705,juno13yv34tpjr589ze2lsj9lkksrmwe7yprch6gsyk,46159420,2307971,2.307971
1706,juno13y6ehgzytsaxk9gagz42xhkfk2k60ydgc6wr90,1001,50,5e-05
1707,juno13y7khy0z894mh5uatuvmjr8hrltz5gq03tu89l,145049983,7252499,7.252499
1708,juno13ylwvr6v3sghkk7945z0l305tww8vwev0wqjc2,75000000,3750000,3.75
1709,juno139nwy7glwrm5gc6yxun95esnu4gvcmyhx8c8u9,1001,50,5e-05
1710,juno139cp6prv47mv96ttjp8zmv8zwm9dnc6uzmdvsh,80000,4000,0.004
1711,juno13xt6hklcjsdw0wn0ga455fak0lh8vj3y2mzgy2,51621703,2581085,2.581085
1712,juno13x35tul2awvffdq8p5w4075qm68d9n2nj7llhu,183107287,9155364,9.155364
1713,juno138t2dzufsflgg02a4yxfw340xg4klwuq0ewjrf,55000000,2750000,2.75
1714,juno1383gdg4cp77pd3x7s8tuz46r83eafm8l09r697,64347335,3217366,3.217366
1715,juno1387zfawsz0gd4vp0jwparfem3sjcfy5a8g02hq,1055780,52789,0.052789
1716,juno13gqfwv7zutdtkarcyemntjl3zhwkns4mrzvs77,1474000,73700,0.0737
1717,juno13gtcr5w75zqz4amfkpcksv4m5apkuulknragym,10000,500,0.0005
1718,juno13gjvhglmljamj6rvl5s6klt4e4dr0uksssxtwk,201000000,10050000,10.05
1719,juno13fvtsp7sa69snykqhqe4sn2fq8hhcfr225h6ew,80245224,4012261,4.012261
1720,juno13f0wyv2374r8xdnzphake4nw6kfq9erv8c9g8j,10001,500,0.0005
1721,juno132vh7pds7fauw9v9w3hxtrgg58mtkwqw70x8gs,100000,5000,0.005
1722,juno1323q4l790rrseqdm7qvay6vkkw8cq5794kqcf8,35199296,1759964,1.759964
1723,juno132uy28g0fdan025706x00yhy8sm7a0l2g6wstg,27400000,1370000,1.37
1724,juno13t0fv740cd8cm0uhuhndh8zuygfw6433f490u4,150000000,7500000,7.5
1725,juno13tatcxssqhzx7qntnluedv5hcpd8wwkkc5dmmw,110120,5506,0.005506
1726,juno13dphn7sd06yfazuarfyq6kn44y2guhpjwy8hg6,7001770,350088,0.350088
1727,juno13dztvxxv7g8x84pmqtz52a74untg82umkpwjjx,118696,5934,0.005934
1728,juno13dv4k95xdm29pcde746wqnww2vvt5g2twp57wc,105135779,5256788,5.256788
1729,juno13d0s8uhz856x4pf9d0v0dw6ztjgyeqzsqft07y,27127815,1356390,1.35639
1730,juno13dc0e7l4z873vkkcdwrduugrhs6k0knfewe7re,375000000,18750000,18.75
1731,juno13w4xwradx89x9hxe5v956h3svannvt9hsunmy3,20000000,1000000,1.0
1732,juno13wewk2d2n9s89n6mx6x2wx6slsgd4nxfg43756,20045079,1002253,1.002253
1733,juno130xfuclaamgx5ns6zhfe45lxwdcphc679zk39r,100000,5000,0.005
1734,juno130gktfe84lgfrm3kszltxq5txzr52hgw8hjp03,76389442,3819472,3.819472
1735,juno130tmqclgwwjypk7xfpfge30l65kvvg7nevlfet,100000,5000,0.005
1736,juno1303986x7yqr7fux0w364hs9z30zt8ydd3el2ff,4300000,215000,0.215
1737,juno130u4d5s67fdk76e8wt9ykpxsmfwy5m3s607kfm,10756571,537828,0.537828
1738,juno13sga7e8vj08era9rs343840xhfut02a9n59dqa,10001,500,0.0005
1739,juno1338gvexz7vmqk8ceaxrcrrmrumkf308at7sqrk,33365054,1668252,1.668252
1740,juno133w787ql3yguh3fzvhk97a28y3v3nfxhmky5p8,40000000,2000000,2.0
1741,juno133nppduksqrkluqjr2cez49vt40rzras5w86cf,10,0,0.0
1742,juno133k4p6ha569696ep0kgzvthwnxt3ndsw2ss967,309831529,15491576,15.491576
1743,juno13jw4yunx4ytvwztl3jfmkfs6pdmjpmv4myjn4s,10000,500,0.0005
1744,juno13j452rq876nfecnl06x2wlfntaq565f3fnknyu,1100,55,5.5e-05
1745,juno13jhzzdl2tdnzfmtt25de6fltfpzlvcx85cga7j,165000000,8250000,8.25
1746,juno13nzzsqenw5r98x7lpwxy2f5l5mq2gncg8ze9s3,16905286,845264,0.845264
1747,juno13nruzq2qc04qc4272qy5cw9n2hhte44s0p7gpu,2000000,100000,0.1
1748,juno13nxqv4qd2jv06uetr0rayvlu0fhhpe9asran3w,1476000,73800,0.0738
1749,juno13nxq094k3j7cy7heyw4hjx04znkd5pxj0qn6qr,1250000,62500,0.0625
1750,juno13n28p8afh3cmzwuvq4u55vp2v5u6guh389dhxq,10001,500,0.0005
1751,juno13n36nuhq62p32j3q33z503p8skcppx6k7g5yg9,17000000,850000,0.85
1752,juno13nes6qxm2m4q8mkcckpqhrr58w39z6p7zhrn7x,5020000,251000,0.251
1753,juno13524m3mqm3fsfrj92p9jeexpjcl3zn6842f4y7,60624368,3031218,3.031218
1754,juno1355q7d0tz742ezx3huehm77x0l3uxkf2a675cx,1050000,52500,0.0525
1755,juno1354z36jz4xecqhs46k7d9lhah96g8v4pyddgq4,1,0,0.0
1756,juno135ae4vhuqdc8e8hath76jqd5lkpagqhqx28azf,1001,50,5e-05
1757,juno134weqh8gva23klrsfdccsf7g6e2mfcagkdzth4,19600030,980001,0.980001
1758,juno134kz92vjn47cysfdqprpk65e0qmqq0e2vm3rpg,5010000,250500,0.2505
1759,juno134h2clsm8jeq7ku9v0ecplr8t8pnjrtc74utz2,12000000,600000,0.6
1760,juno13k2sykd3clkuunvyaynu92te6pjfj4vm8zclgk,52000000,2600000,2.6
1761,juno13kvq3zllgk6arhxgauhfj7vs0qpeej3ly7uuxx,285000000,14250000,14.25
1762,juno13h9drw3ru8xu94lu26dv9kxqy6yqze32whhsys,2282387,114119,0.114119
1763,juno13cyy05j2tsxl49wdag6rewgljsffm8p2hwpd63,42200000,2110000,2.11
1764,juno13c85kgp7gu5mqc6mt5datpf08y3kqj5ugd2pnr,55293266,2764663,2.764663
1765,juno13cvkerga9t0s0m5v65ytjesuc732704rv5hljp,10,0,0.0
1766,juno13chzknseq3k52wm9klg9cj3dtmmf2enfwnjfyp,200309157,10015457,10.015457
1767,juno13er6w3x20twsrcsgurc3x2ss4t6j5lj4005mln,3000000,150000,0.15
1768,juno13efwwq8nx93awnrm24exwp2hlatglrqfp35meu,97141205,4857060,4.85706
1769,juno13e4mkvz97nhx0js5jszyvsnxu690dvhvzqpqts,26000000,1300000,1.3
1770,juno13eazs6dzcrg3eyjjv73qx2h5c0305z95t2mgup,51000000,2550000,2.55
1771,juno13eljtda48tz7xpdcxj7hse9vsea7vwkltl7e85,15000000,750000,0.75
1772,juno13mqs7ezr3en0g9snzuv0vu7q8kuv8xza3mrtnn,694052,34702,0.034702
1773,juno13mmkkdslne4sv6vh0mw53rqer76yvf4zqcd8we,57333078,2866653,2.866653
1774,juno13uxk2ayjvervm48cf0qeqndpc28tt8es6qjlwq,1272622902,63631145,63.631145
1775,juno13udgk8axcwc5e2dshrhl5xj4msuumrdey9xtxe,1000000,50000,0.05
1776,juno13u44ewdyyp3q80jsuvzfy8xcg8x3prln7l24d2,41070000,2053500,2.0535
1777,juno13u4e8szt6qgqgwv2x8ne0lpxjhh3wq625teldl,9132638,456631,0.456631
1778,juno13uu69g2ah5wsw386zf4x9phhk5fk7rysqwaxf9,53010000,2650500,2.6505
1779,juno13a039wx0hgrhc9eh6c5p68a6hktsm0q4c0thdk,1470000,73500,0.0735
1780,juno13asy9mt0fmkl80g9csg9mzkvfxj99d42wvtq5e,130506693,6525334,6.525334
1781,juno13as393m5jcc57fqe8lm98km4etufj87le70pvt,116919,5845,0.005845
1782,juno13ajzcxlyeq5z6a4s3vg805gueuhz69km8fpzwq,250000000,12500000,12.5
1783,juno137zw77cs400klqf3dsqf8ywqxxckj25sv6csrz,1462000,73100,0.0731
1784,juno13lt820uwhrjvgwmtetwvs7zdaxgy23c8zddwes,39400000,1970000,1.97
1785,juno13lcazesvwpcrg9wla3gv5el04h9vkj665z6h0j,14672198,733609,0.733609
1786,juno1jqrlk2xcjnh8pfnljd0mancmzyzr7yvpn9ucmc,7500000,375000,0.375
1787,juno1jq9e9ezn45me4ryhmmrq7y0s59htp9qhgqt0p9,28025469,1401273,1.401273
1788,juno1jqdqdgf50kz0rwwk9fvze77wlcmzsx9ylgdt8w,92700000,4635000,4.635
1789,juno1jqhyephs2g4vcakq9aqf30f4d389qyy06jc2j4,1062986451,53149322,53.149322
1790,juno1jpudqpydw26r3297dlaj3whecvatyayk56854m,707638,35381,0.035381
1791,juno1jzpupvhn0y8q2cjh90g7zhg0dyd6r0ed00lx74,1000,50,5e-05
1792,juno1jzpaqtw3z58ypxr3vxx8uqfwse86z0lynppls8,50226734,2511336,2.511336
1793,juno1jz8aqy6q0ghcwnvmt3h8alnqsyqzpfdrpvuycm,18000000,900000,0.9
1794,juno1jzfr4yhf5c7annrm5z7d5wt5wxlnyr28h46vnp,1000000,50000,0.05
1795,juno1jr2tq6h9uj2akg3e4rjjwx8g7w5kjzauu5dg7m,1101926,55096,0.055096
1796,juno1jr02u8hdx5mzdyvya9r0s6h0k625f5ttsv2tnm,8481315,424065,0.424065
1797,juno1jyyw6k8zvwhrlxdar09sxjfa32rxxsz9hqj9xg,14600000,730000,0.73
1798,juno1jyyuyvu0evrj2ldthj2v4gs3tdws2p87xhrau0,10340000000,517000000,517.0
1799,juno1jygmey6qalslh0cy7j0ehv57m2fcm2szayqx0d,9854765,492738,0.492738
1800,juno1jy7sug7udc8vwkdmeclfdeg7uaxladzzvashuh,3110000,155500,0.1555
1801,juno1j9ynwyvg6t4wqytczyam0h7xrlfttcj4vg0g6n,1000,50,5e-05
1802,juno1j94q0r68mfqc70q9qslsus4uvh3h64s24x9vn0,103902900,5195145,5.195145
1803,juno1jxpztalf3skjftyrlf3tpd3c94g2nqkad2wnqn,71258148,3562907,3.562907
1804,juno1jxd29h6ra4taagzxp7k05f56u50h9r8zpyfmz8,1352675,67633,0.067633
1805,juno1jxkf4aw40wvw3h2mt6n268q9kdn054mz84l2s6,1800000,90000,0.09
1806,juno1j8yxtnrt3ts5dzrkwvvy6mygyxtsrf7t4ahku3,1889066,94453,0.094453
1807,juno1j8x0wrs42ezefw5ugrqvr6sve0f9aw35hn3u58,1001,50,5e-05
1808,juno1jgyp33kykapv24nv5a8r9v5tpqrrsy0nvl3s66,101000000,5050000,5.05
1809,juno1jgwmqq2xu2ha82slr9tcke74rvjdthlss0zskx,10100000,505000,0.505
1810,juno1jg0cm4hs020d5ldskjjzrarx9ev0j5m47str24,31318497,1565924,1.565924
1811,juno1jg5388dfuphsvhfzlfqtzwurz2x88xcampzvte,1000000,50000,0.05
1812,juno1jf8n20unzf3tuc6hfmaag5kyurxuc29s9rghx3,1001,50,5e-05
1813,juno1jfgnzf507d9yp97886nq3gl3dj9hgq4cczujfl,3500000,175000,0.175
1814,juno1jfdy0tlmq0ywq6f5crp6mdqx946aqh7j5wqsl3,103250000,5162500,5.1625
1815,juno1jfduefn8xmgyhtc8zcksatjj8fj9xvxr7kasuf,11000000,550000,0.55
1816,juno1jf3uzx485f68tp5hekvumk9d4lekyfl3zytrnh,500000,25000,0.025
1817,juno1jflpp9pgmac4x8kadndhnc05au98dqhpw0tfe8,39027989,1951399,1.951399
1818,juno1j2levzvsxs4hfy6qp7cdm6jnfrm42m5av2l3av,400000,20000,0.02
1819,juno1jtqrcrp2nfjn5r4l2s4w2wp2pvcr8y46p8n3qr,81100000,4055000,4.055
1820,juno1jty6f9ys727xzv0fzw50vr5q86hlxj06yuh3tq,20280664,1014033,1.014033
1821,juno1jt5s70m6rp5tjv36p2tsmwmxhvlcy6g27cw5vp,96433779,4821688,4.821688
1822,juno1jv83eqejju3cfflsg7wv83qcul7cetey0yrrc0,10,0,0.0
1823,juno1jvgn8jvzsap2jk05maxw2q7yewc53jmajdw6sn,226245796,11312289,11.312289
1824,juno1jvdvlj2t64ydsc52k96jelxvnzrzkjwxye6rrs,100000,5000,0.005
1825,juno1jvdsjvtn0z92w8rfy2ed8d3kwwcahr6k5wauku,5742587,287129,0.287129
1826,juno1jvdcstufwcr7srqg9q65dk54qenq598spgwxax,107000000,5350000,5.35
1827,juno1jvw3n50rznxa2c4yfnd4pvmmcdymwpa46sn45m,51000000,2550000,2.55
1828,juno1jdwr37l967kvfd8lxsj8m0mx9m5gh3fl7lz89l,19750,987,0.000987
1829,juno1jdcep0vp2g942g65pa0v205ljjdjm06mek8qlc,674074,33703,0.033703
1830,juno1jwytp9wsrfa2fqh5h7xu27q5tc4nztwwk2uxs4,83949046,4197452,4.197452
1831,juno1jw9eukry4pyd9dxzgx2w0t9np9dqk229jfx5un,111929999,5596499,5.596499
1832,juno1jwvzs2sns32eta4kuhqj6q7v8p73nxl98ktqm5,1000,50,5e-05
1833,juno1jwmw4q8a3y82vmtdjq86n9d52p9mvqqndhfkmx,10,0,0.0
1834,juno1j0qxu2ym2uxdatx9u236crh820c9lrg99s9rsl,61442000,3072100,3.0721
1835,juno1j0yfrlrf0369zqhcqr74padddjs8me8pj93yxx,98801653,4940082,4.940082
1836,juno1jsfm956w0p82zmyaltw2xwnx6uy8f9d4ndwrz9,9140000,457000,0.457
1837,juno1js2p0vzlwh4r0wruz8hy29m73vn3jejpscpjmx,123831546,6191577,6.191577
1838,juno1js4f9mnjastquhcnpq32yzrlj2da3ygc45a0pp,20000000,1000000,1.0
1839,juno1jskhc8x2n4seg75zu32d40zlydkx8sde6c3l6m,10836000,541800,0.5418
1840,juno1jsmhq3gqmy2hvctgcqlfuakkhatlm72558xe4m,10,0,0.0
1841,juno1js75p87v2qayn79thn4j23pfypy02z739w4fm5,1000000,50000,0.05
1842,juno1j3z58petqn3jtgwh0u760dv0440s4ufzm55j5a,1032145,51607,0.051607
1843,juno1j3dxfq2rz9fm8lxsq47v8qwwdpc9p05lydczh2,726556,36327,0.036327
1844,juno1j3cp6kjf5hk06vrrzvysakwm6t0vhfrqq8vn4z,109293865,5464693,5.464693
1845,juno1jjzsf22kt5zt3dtgz9tgz32cs5843gy5umqk4d,25000000,1250000,1.25
1846,juno1jjt6vz7mtqy7pj6sj0afcj8kr3fsty3cyk8nug,1000,50,5e-05
1847,juno1jjetza7tfza6mfkhypwjwr7lp2rjlflg6hqfu7,10,0,0.0
1848,juno1jjlx2xpa462g8zszwhpr6zgs7e2avh9n0efkev,2043689,102184,0.102184
1849,juno1jjlfpah3ev336angxjf00hdu687wrvked66xac,1001,50,5e-05
1850,juno1jnkqkmxc9m4q6l87mkdp9j04yyaywd2x26rrqt,211500000,10575000,10.575
1851,juno1jnersgg05x52a4fsm4caas5n02vcqsxq3z65aw,48255085,2412754,2.412754
1852,juno1jnmjvytyksz9jghe7ucpykkwnhs7xf5s8uyqg3,1245000000,62250000,62.25
1853,juno1j5yf6jch2g0aemg8cycag08e3hsksswmwfv0px,80000,4000,0.004
1854,juno1j5nny5u40juv65pjl0al32hpxa6purkss4krmc,42848308,2142415,2.142415
1855,juno1j4rnpd3j5x967jamw3vkvfdqwdt04qpvpz2wma,10000000,500000,0.5
1856,juno1j42ltjjmdcrf45f2mjxaptvyp7yaqz93yje7p4,918386,45919,0.045919
1857,juno1j40573ez7xld4z8vrtdlnhfuvxmywnysgemm4a,49621182,2481059,2.481059
1858,juno1j4j3wt9npnt96rr36f8sk73anqdacz8ksgvggq,10,0,0.0
1859,juno1j4hyhy28tfzcvhjy6rl0tmz8eqwctdgd82nmv4,4933966,246698,0.246698
1860,juno1jkqpeer30wckq5hc8tcpghjqccfn6lca8dacrl,1461000,73050,0.07305
1861,juno1jkze7ku9t9tchszxc74wc3hzelsumjaqv3jp30,8201860,410093,0.410093
1862,juno1jkrdec68l49d3g0hevze7pufrae7al608s72yh,38246392,1912319,1.912319
1863,juno1jk5fdep3zcdlvqyye2lnwsv0g3ugjdp36xevxg,3635655,181782,0.181782
1864,juno1jcz4txe5kl9e0u0hrkpnst54z46adacepytu92,1190000,59500,0.0595
1865,juno1jcyyj6g37xl3u7sftyzn9p2n69e2gj75r7w5nw,1462000,73100,0.0731
1866,juno1jcxewpy2cyxxfwglqpgrgllucdyphg8z3c2qkt,354285,17714,0.017714
1867,juno1jcmqyzasg2swxlrc9wdvg6aln7kenj59er8p64,131048,6552,0.006552
1868,juno1jculqqqrf6scfartrskv0jx7mh6gjjlz33evc3,22822927,1141146,1.141146
1869,juno1jez5x0e2p3zgxgpm5mw6qygv96wcy7lh57afnk,11997308,599865,0.599865
1870,juno1je3du5xuavutuc3lpvjjrwucmdnazpdkfm6gxk,115400000,5770000,5.77
1871,juno1jejeqyn2fykmfkdr8nprte3fgd9l6y6m97st89,116500000,5825000,5.825
1872,juno1jee9smx43z877d6rj5cxn7rk76x6nxj234d98r,6398658,319932,0.319932
1873,juno1j6t6jvnhvjaz05egf5txr8t7e2nn8ppe6uv0ln,10,0,0.0
1874,juno1j60mp6m5d4jdfmmel6mpd2ntkwtj28xhyfdj22,165136629,8256831,8.256831
1875,juno1j657wffpjdghjzwlahvzl47rlq22fjkh60y4lt,27656012,1382800,1.3828
1876,juno1j66lm9kxswrpuq4rqj2jq45q2pw7aq0sqva24g,10,0,0.0
1877,juno1j67k7r5kcyf69altz6s3vhcp94js9hh7kuhxgg,9900000,495000,0.495
1878,juno1jmdg9vygdzmylpwgplp8yx8v3s504xcplmdgsv,5879826,293991,0.293991
1879,juno1jmmkewt5dmxngj2wudpa2afmy0p4xkpd0acj6v,2000,100,0.0001
1880,juno1jml2dca6k9mr672uknrdd56p6wvnejpfg3588n,10001,500,0.0005
1881,juno1jujullnrumr8mplckscuxzfnzkspfm6l3qvys0,73617000,3680850,3.68085
1882,juno1jarkzslz4ymj3qkhkv9jvk72xntlf2h5rfk02z,12600000,630000,0.63
1883,juno1jaw34jagn4s4uhnl56l7clse2hem8s3akvjlq3,62243029,3112151,3.112151
1884,juno1j7qhewcns2ns82x5v90re8u0wa4rs99h8u2twv,22000000,1100000,1.1
1885,juno1j7ewg64cfcc5tg4v7h9jt7axplru8cmf0jglfp,102722190,5136109,5.136109
1886,juno1jlv8h97lmmkz577cmjkrd4mhug0hj4us5r0n4x,36500000,1825000,1.825
1887,juno1jluavxz70js7p62y0hgjpuj6fhcpg5q68lly0s,10001,500,0.0005
1888,juno1jlar5wv0ecjly2v0d72e2y9uguw2sx25sdmzej,104000000,5200000,5.2
1889,juno1nqxzaa76tdeawysjnxflm6hw5zd2czt0tjz4dx,102874125,5143706,5.143706
1890,juno1nqv8f0jghwd5q23t9dlzxw7ezzllrdxccwv5fy,200000000,10000000,10.0
1891,juno1nq46yxmsqnd48gumlsqtma32s46fdwecmja8t0,1001,50,5e-05
1892,juno1nqkyhrvl3ygxun0aus5u6vy72lf35fzru5e25u,16000000,800000,0.8
1893,juno1nq6mrp5e756dg49anrhn0r4jerjdd07ramxrww,187921023,9396051,9.396051
1894,juno1npqs4al3fxqma8hg3wqg3z69p6djlqh99xtkr9,90000,4500,0.0045
1895,juno1npqez2gr95f86xy7qjyal7a4h7mv978sup75fx,1001,50,5e-05
1896,juno1np859wgjnf2x5eq0933nl49m8ls49zzf56c4ur,334037761,16701888,16.701888
1897,juno1npgstrrchp4xuuf9na6lqplas6f6rarv8dwpfr,68469570,3423478,3.423478
1898,juno1npkdgkz4aeg7ppck2qfzequ65rzjdat340fq25,81199334,4059966,4.059966
1899,juno1nph7stae4ljdpkmavedym8l7uancrsfmjjlgay,847468,42373,0.042373
1900,juno1nplnj60wrjx8mxkzd6rr8fgnn59nwnmkkj45mh,5000000,250000,0.25
1901,juno1nz2va2rdquvapeg7eusz35s3dp3zzpwmvej7fm,170000000,8500000,8.5
1902,juno1nzvj4ve867ymyvkfd6k3w59n3suhjdfsdgjqxz,3239381,161969,0.161969
1903,juno1nrmf492m7k48cqrr9wg6mn8f5wau75wcsc7wrl,36816915,1840845,1.840845
1904,juno1nrurpel6f8pw88nyffuukw4hl0r386u607yznh,14850734,742536,0.742536
1905,juno1nypfd6fmjkpyslcm94drjncttgfnjplw7wxlsm,10001,500,0.0005
1906,juno1nywhf7fyxv6yp5z2djq2t0xfev74cdy74fm6q4,2000000,100000,0.1
1907,juno1nyevpu8pwgamdksjr8njnrl2a4kyna4qzeuamh,160000,8000,0.008
1908,juno1n9d9z072l8um5cger39cdrdckychpv9zyyy7sr,39000000,1950000,1.95
1909,juno1n9035dtgz6wtnk7mfpps4mhvtetfd20yuysvvv,50000000,2500000,2.5
1910,juno1nxtzyla7quj6ugfang2nxek7ld9mj9efh4fjhg,100000000,5000000,5.0
1911,juno1nxtt8y2shlul4l2g5s2ua5wx3fyystprfge5dz,162865693,8143284,8.143284
1912,juno1n8gr2p44e84x22lqe0q88eg4n37wxcgpp7yuqn,1000000000,50000000,50.0
1913,juno1n8eju6n4lq5yjcujullqfgejg0yud07mdv80vd,107050000,5352500,5.3525
1914,juno1ngr5pfhr04rumnzz8vk7cmueat0au88yd8e2fj,47630000,2381500,2.3815
1915,juno1ng9hcyeaxrlq6hemg4v5ex08z6g69f2e90c0hk,11400000,570000,0.57
1916,juno1ngt8ag6rpfxw6t60vamkkgv7euzc2uggytwy0j,75000000,3750000,3.75
1917,juno1ng3ptt9ak2yp8kmhk6ccuqzyvxhe9sjsda86w7,45000000,2250000,2.25
1918,juno1ngjnkhzmqy3amdnld00cfwyz66lugrmae7vj4e,55000000,2750000,2.75
1919,juno1ngn9h6hglm69wm22jsvf9fmd9pv0x4pm3h9ymj,63378639,3168931,3.168931
1920,juno1nghsrlrvzvaerq9y07hyzwu7n0pw4wzljfzkgg,22508988,1125449,1.125449
1921,juno1ngukufhslzhjd3u6p9hpw8uplsver0re2504wx,11600000,580000,0.58
1922,juno1nfu9j53v3dd650usnnatea8vywz5sz84jllstw,6050000,302500,0.3025
1923,juno1nf778ueuuf9xv0c5e35ny8mnnwq4x5aa9xletj,1000,50,5e-05
1924,juno1n2w8z8xq69x445dtu9mfsf9878tjgwyv464ycj,10,0,0.0
1925,juno1n20ggwxsv7m5rl0aaql5cv8wlgkkda9uhv6tnv,6150000,307500,0.3075
1926,juno1n2l2kdd8lchhvffn7m0gk85ae3k4feq6nq4fkw,1001,50,5e-05
1927,juno1ntqjylqqzw4a22hhljxsmwd7vf3h4eq6de037n,15000000,750000,0.75
1928,juno1nttakrn47f2a5j4fkgzwzw5350ynuuhu2ufwwt,110120,5506,0.005506
1929,juno1nt30rgjsx7kd8gfye9030ulu805heup64ujfcu,63300000,3165000,3.165
1930,juno1nvr9h78hqs9jh2eqzsvh99a9yj97jep4vk0gas,34189720,1709486,1.709486
1931,juno1nvdfeh5tvp9jsyeu48ykrtkf6f3au75vjukjw8,46820152,2341007,2.341007
1932,juno1ndqy70qas4q3ty5n7hkv5cjrxeuszxqwkx9t05,25513592,1275679,1.275679
1933,juno1ndx3zhn04535dsj3fc2x9fm0fjn0etnyxyr4mz,954000000,47700000,47.7
1934,juno1ndgnxvmm6e2nsdjzc83en84x82hg5rd95y2yg3,50000000,2500000,2.5
1935,juno1ndwrdhjeq0vvvh0ar9zwqvc4fd8hqjmhk0d22u,10001,500,0.0005
1936,juno1nduvpz4agesmta5hyekc9vp4nk6ggu62cn3z7z,1001,50,5e-05
1937,juno1nw8s6hrae42uar733da9npt0ekth4gv8zpvsuh,100000,5000,0.005
1938,juno1nwffz6gq7hujqy3nd7tr6jp22jg679na5j83z4,49799849,2489992,2.489992
1939,juno1nw0k5e92gc9qy0dmnrjv3kgxxljc9x0cs3m3at,26134183,1306709,1.306709
1940,juno1nwl7v39s04z0d8zq8yes7xvj6x3paajqhhymkc,4550000,227500,0.2275
1941,juno1n00qc0l4se9m9yjcecwslr35mh97qux5pvk3v2,110120,5506,0.005506
1942,juno1n04sphr6k5w7v7fr0adudywpkamc96mpe9xvye,105000,5250,0.00525
1943,juno1n0688zsxju5z6spf6l587f3y5fuc7m4qzasvgu,2000000,100000,0.1
1944,juno1nsyvzs8hxq78v0686fycvs7hg88wcu5v6gs4yx,50090000,2504500,2.5045
1945,juno1n3jtvm7g4lcc9x47y8jf0qvw5qpa9vduzzl3mj,15811,790,0.00079
