,address,delegation,refund_in_ujuno,refun_in_juno
280,juno1ze0xexuqyevr4vgrx6u0x7t8x82m2atm7jewcs,4528618,226430,0.22643
281,juno1ze0t2txe3dg0cyw3yegex27l55hxx9ygr0yqw4,10001,500,0.0005
282,juno1zeh33s3f0ypawq827y66kyanmsj24pep39tkt0,3000000,150000,0.15
283,juno1zelqxcmqdhz7u39kqv4ktcq4uvet2v28kwyjcj,180000000,9000000,9.0
284,juno1z6pqtr53tkde6xxypt7mhw8gse8ld4dul2hpr8,2000000,100000,0.1
285,juno1z68tn9f3z4fzkq8k57wxxpznj6m0ldfc2dttq8,2190000,109500,0.1095
286,juno1z6k4f20t5409m2p439quwt0wnj8h4u83l7epv8,16500000,825000,0.825
287,juno1zm85wh2u655053qsg2me23xvue8upesz20cj7q,25000000,1250000,1.25
288,juno1zmj99skcc5t7duad9q9uyayv3g0lzun4eccgmu,76000000,3800000,3.8
289,juno1zm7vax6zax6k5t2nsu7au0undz0axqwukdwpq9,178100754,8905037,8.905037
290,juno1zuzgr2cnlqylr45tdx6ga4tx9hck999gf2jdfg,1001,50,5e-05
291,juno1zu9xssu5vym37xyvgslrdfanrms6cmm49p8g2e,5000000,250000,0.25
292,juno1zuw43gpqquqanvavn08v698s2a752dnflstwdq,12287106,614355,0.614355
293,juno1zuugut4em70tmrpstnrvp3arsvwedn4epenjl6,101000000,5050000,5.05
294,juno1zalhqdjqye3d66r907e0290kw0xc4hnj4sy6l4,7635,381,0.000381
295,juno1z7jrf6ylksytp6ssseuhaf9uvdzlt4mgd54kca,43750,2187,0.002187
296,juno1z74ey263de7x2vq76h7kjd5qn5nk80tyw0f595,276918,13845,0.013845
297,juno1zlzelackwnqf8wy4qwtdcrxsn5jdg4zu3sj2z2,10000000,500000,0.5
298,juno1zlnzyurnvyukg8s3d9aysgcc48g7sv8yuealr2,2000000000,100000000,100.0
299,juno1rqqxwz6s4hd6vy3wpup0un4u90unemedj0r7s6,25000000,1250000,1.25
300,juno1rqpgp0hlj4a2dnzmnldxsspgxz42eggs6k00vx,1479000,73950,0.07395
301,juno1rq5sqkxhgx3ge4eur9x5rep9fes9z3uwlxxmpw,138000000,6900000,6.9
302,juno1rqmdagvz6zdc5a7yfkqgz8hus3zs46dnka5eaa,10001,500,0.0005
303,juno1rpqmqr3cz5xt0yslkcpxwaarrsr9seeq697k3f,1,0,0.0
304,juno1rpeeue3n2e684a422n00tq5rmttdjqd97r7wjx,16849598,842479,0.842479
305,juno1rzt34wf83u2j0zvy9hkrgtj7zm9thzyqf4ljsk,598372,29918,0.029918
306,juno1rry20228g8xw3n4vtv6fjzme8lpczlu6mj0js6,1000000,50000,0.05
307,juno1rrm8eezxsynyq5mlwm7l5kl8nmlp0pq2tl5fqf,10001,500,0.0005
308,juno1ry2pump3uzazw5nkrwz5esn94xcuzzt7sr44hv,8019220,400961,0.400961
309,juno1rynekant0vrs6d4zpxsfy7p530x9p58um52n83,74182459,3709122,3.709122
310,juno1ry60jy7wjhahmkg2w4qzng3vxyukwfm66l7c6l,124500000,6225000,6.225
311,juno1ryu2zpqjyf6zd6cxhlcszrg4ykt5lk2aktksu5,300000000,15000000,15.0
312,juno1r9zrzl9e7js64kpjk3dpjqdmk4sswavck3jal2,112956395,5647819,5.647819
313,juno1r9ysr02l77dvp24wt6grhxp70d9xzzw95450mp,162855799,8142789,8.142789
314,juno1r9syd7940sekh2hpxjhmy24tjqehsxh0mc7zsy,190533630,9526681,9.526681
315,juno1rxp7y8qt07sq9rd4rjj7uczn5d6zmpcz09x736,108200000,5410000,5.41
316,juno1rxy4v62ayvuc7u2cn6wgldcpc02rswee8f4cv4,110000000,5500000,5.5
317,juno1rxvpyzfwp5xa4r6l8umy087hhxfzesk3tzxr3f,20000000,1000000,1.0
318,juno1rxvnh0zfzp6tpandg75z4mcze7rkme0ylfzx7a,14750000,737500,0.7375
319,juno1rxhswdq9852jldxvfxs53x3aql9t927kpyq077,48003000,2400150,2.40015
320,juno1rxeyefvknn6qzaqd97uk6e549syr79jsfsdcdq,11000000,550000,0.55
321,juno1rxmfcp7m20qzxc3fy80w6hxzwt3zaasrk96x8l,39542198,1977109,1.977109
322,juno1rxa2rxw5yfauctf3wtqy6ymqxg5srrfmgyqau2,4250000,212500,0.2125
323,juno1rxa7hh2jrkhzqg7ahlm56hkkhrxff7s4fm0lrt,10001,500,0.0005
324,juno1r8tapepqknr30de36282866zz0awh5es53jnhy,1000000,50000,0.05
325,juno1r8dvqspkhayz8f3zumfnrvjpxnf6nxygfanugs,10001,500,0.0005
326,juno1r83x0xk3hqz53f7uk7p00ls8jfggaev6hdrm4u,40000000,2000000,2.0
327,juno1rgdtpwdd7de9h5ghnpzgyc7jdc704dfumyjsn5,26000000,1300000,1.3
328,juno1rgdjyva45xq2lvyq37r37tlzmgp38ncx2nv0my,118188694,5909434,5.909434
329,juno1rfpljk3k6n69alr8ksx5vdsfe7qm8d3lahj5yk,201000000,10050000,10.05
330,juno1rf9q8aycaczvtgysj83klv5usqvfes3mkt5hxj,91766109,4588305,4.588305
331,juno1rf80xkd8wyd7hv4y8kt7wjm9y9jh9zzhqv0rpx,21000000,1050000,1.05
332,juno1r23f8t90nt6xrq2cpknvrsjpx0h9fvqwphddth,168999999,8449999,8.449999
333,juno1r2jwan9s4nmuwly6gesu8cg8kcm82gjcv7a2x8,110809,5540,0.00554
334,juno1r2jmyqpp7ma7v5na6n7ulyr0ap0ahx7xh00hap,43750,2187,0.002187
335,juno1rtthrjf5aatwhlm57avpedesywk2svwnv362tn,201000000,10050000,10.05
336,juno1rtsswx83d5raxuhg27rnplggwsuyas36e403ze,10,0,0.0
337,juno1rt40z4fk55fl2zp5zd67gche875xxzl4rn60fj,59300000,2965000,2.965
338,juno1rt6d67zpgpzrx9eur0j7p0gmkxzycqhrkj6yq5,3000000,150000,0.15
339,juno1rv8a3dg3jkcf4l69rs5n9q7a5lcl9pdzwqkh6j,1110000,55500,0.0555
340,juno1rdzstua8v2jp60l50vknx7ud0guwtyd57wawte,100000,5000,0.005
341,juno1rw95d8wlw8pff6v3xgghmufvjprjj8xyctlp8w,4713750,235687,0.235687
342,juno1rwjcq2809ngfxlg8cpawjmnfn72vqj8dy0fm49,7000000,350000,0.35
343,juno1rw6quru3u5wc9acytpxjkxrwcarhf5q4m6ra7d,35660000,1783000,1.783
344,juno1rw6rrmp0f693887wf0y5gvhmgkt56pfgfjanp8,10000,500,0.0005
345,juno1rw64fxdclagmky8yj8deuzz3usnj58q4xj0tz7,2053493,102674,0.102674
346,juno1rwu3rm82twzay97wr49rtk434tqls6jnhwhdlp,700000,35000,0.035
347,juno1rwapt7phlcfxasy9v9x92gukeu6awmuldsqjhx,30000000,1500000,1.5
348,juno1r0a6pwt3gvlzlfjndmrdsxq9qpycj9zzey5zae,39996000,1999800,1.9998
349,juno1r3780rwha6l00p438xuz0jj9jlasrneznyaur8,1430481319,71524065,71.524065
350,juno1rnyl5afczfmr4w5kzhmswypchf9xpkwnzauyme,67859624,3392981,3.392981
351,juno1rnf203tnc44vm5xdkc6l5nll5h26422k6g8e6t,17000000,850000,0.85
352,juno1rnjnuhs8ee6hm446svstwdld9d63c074gd5f59,16000000,800000,0.8
353,juno1rn5daa82xlxn8ln24w49622wk90ykwkjcqtsrt,20300000,1015000,1.015
354,juno1r5qjvkcnq6s7lnjztm3z5lss6u4uz2f24mhwfa,10001,500,0.0005
355,juno1r5rfn080llqfgm0yn4mq7wnsz049k6hl75h8dj,927120843,46356042,46.356042
356,juno1r5ywavr08sac9me6n2eep5t6r4jgu62zg7026u,100000,5000,0.005
357,juno1r55m2wn98ek462cm6ww5ejuhaxa59s3c6yj3s5,125010000,6250500,6.2505
358,juno1r4tp8xrzrmuzxt0wgr9ntfp997raascz7tajgs,14770443,738522,0.738522
359,juno1r4thrg4c9crc2e2lppx07dhu04x26xden37c0p,82043132,4102156,4.102156
360,juno1r4v9t46zyu6df0jwtmtpn0pq864dpn7czz5xnq,113000000,5650000,5.65
361,juno1r4jzy2ta0q236saw69z73kz5ya469jjnamzlyv,18135932,906796,0.906796
362,juno1rkf4sasvkn54gytp5skpt33dq0hkwykv7dppcw,3000000,150000,0.15
363,juno1rk2rsw3tsqdjtd0ll9kxaff0andh3p4shx0krx,63445717,3172285,3.172285
364,juno1rksdun4z9k54p94hepn3gden99728xwa5r5pvn,82996519,4149825,4.149825
365,juno1rhw8a3yzp46egej2uzvu9x90tgvpwwr4ysm2kc,1001,50,5e-05
366,juno1rh6n0g6dek7t276ldr7w3644kcyhh8vrqsur2t,14500000,725000,0.725
367,juno1rct9remx5ckfmn4pdcu36up4gs3f9s9xslk8eh,27000000,1350000,1.35
368,juno1rcsxv4znpuzkfapmn2rmuj42e3v34rlqsy0602,104998771,5249938,5.249938
369,juno1rc6zk2k0las34k4zn5msp4d48yuukg0jk9mnfr,245152928,12257646,12.257646
370,juno1rcu2dpth3wa3yl84lzes3zep72g3mswh2davx6,43038919,2151945,2.151945
371,juno1rer72r0tpqgr36g02j46mvu35qjh2rl9p6mu74,46187268,2309363,2.309363
372,juno1rejpe0va7p0wkwh7apzs0jfak29ygjxrsfjal9,50085879,2504293,2.504293
373,juno1r6tv6yw03gfxyfej932z2v4tpnp0yqcauu3ufw,221174553,11058727,11.058727
374,juno1r63dakytrrjxkm5qf29srdtmw3ln6kmq2pfvj4,1001,50,5e-05
375,juno1r6naju5nx92alm7yzs3g43fr2ta49n6ctuevha,1353255,67662,0.067662
376,juno1r65lzzqauzca4ut8azectvv4dts8jy0ht9vn03,50180000,2509000,2.509
377,juno1rmzyu0zpunckzkqhdjh5kc4su3tzfhlfvdqkks,116036,5801,0.005801
378,juno1rmy7l8nmypv96ush6zw7dhkqmw33h07arvjtsf,2900000,145000,0.145
379,juno1rm0clmful5y0zjz8etmwh4purtl0ws8e9wxgpz,10001,500,0.0005
380,juno1rmmym5wfl8xy82dhe3ghh2k5qzks638vtnwmdw,8700000,435000,0.435
381,juno1ruuqqmf734xx7qf56xdksu3ulrgfx4922up96m,68624553,3431227,3.431227
382,juno1ruuh8t8fy0hs98pnas7ercpmxmn7ecygqdpncu,118777781,5938889,5.938889
383,juno1rulsmtnpquchmnat3gww2vve0d42cptlqpm300,1001,50,5e-05
384,juno1raxqw3zggjpjfz3x6wnjnp4r0tjerpnq3vy6e7,17984627,899231,0.899231
385,juno1rajrvfzz8vkzj3zdmgp3smgr4pv9dw0wkj0l0j,5000000,250000,0.25
386,juno1rahcjrshn4nset784704pe7n5rtf2qjuzduhmf,10001,500,0.0005
387,juno1r78vgn7r4jrwtlx8y47q4tdzrfrz85hcvdnudk,30000000,1500000,1.5
388,juno1r7njknujzxu366g74cg6v5a3c6rcjqwdk6sj2x,1000000,50000,0.05
389,juno1r76cjply5304v5wzlfsj4fx7c50lx2v7fprk90,8000,400,0.0004
390,juno1r7lah5y3qyq453hqfgmxl2y0s5wesh09zan79m,45649048,2282452,2.282452
391,juno1rlqw29g8c7ytwzwgzdw4w7m64uhvr3l684yt6z,5000000,250000,0.25
392,juno1rlrdcndumuvrtl55xttvdsy0qfdes7ua6fvru9,21859506,1092975,1.092975
393,juno1rlfarepk0aat46mdax9pq78n79akh7j9ga7hkz,14538640,726932,0.726932
394,juno1rl6wm288cgekcc9k6ls23avdv45mk0ezs7z4v8,1106155,55307,0.055307
395,juno1rlmkgp4htnlvfkcq9n6hpl702fdsr4q3hq2wjv,20005000,1000250,1.00025
396,juno1rl7mtvdn64rh7l22jjf4y0whk88g3njpq6f34q,1001,50,5e-05
397,juno1yqluq3epr0zgvkgqq4u4d9yen2n5zyz7ygap7n,1050000,52500,0.0525
398,juno1ypkn9r86cqwywm6za5j426xgsldusg3wv8nz29,1001,50,5e-05
399,juno1yzq5ymshwpx2fklkk6a68gqy3hatwt0fdazhll,67283459,3364172,3.364172
400,juno1yzzxtvaus8kd0qhc7fvyuyrudnjqwzg4pvnprj,100000,5000,0.005
401,juno1yzhtl2kw9eyx4hn9lnad50u6fnmn32r0s5jgn0,1001,50,5e-05
402,juno1yzumu9aaxcrqssq6lgz05ak73znx6yumtkywh8,13844124,692206,0.692206
403,juno1yzae2q56ck6ptw8m2wny4q8pf9ex32cg9yt68p,1874870,93743,0.093743
404,juno1yry5zax3u6mxvtmcdl89chj6lpgff7e72jaw59,160000,8000,0.008
405,juno1yr75gg9f37vukrmvww3vhsqk0chq2xkszdsf6a,10742285,537114,0.537114
406,juno1yr779e67np2z2f8ra6zpu88lueczwewhemlzmv,27000999,1350049,1.350049
407,juno1yyyx2fqrmh45jw32td6hzkql79dy4vvtdnlt6n,10001,500,0.0005
408,juno1yyv5lj9s0yt9ar6d7mmr9jrtnz4sz95ydkn25q,41236846,2061842,2.061842
409,juno1yys8v6u47t6fw9qqqf3hpqhqz247ygw0tauklv,25212595,1260629,1.260629
410,juno1yy34k8tljpr6c6fsvvz3mudhrgh455cps0frxl,10,0,0.0
411,juno1yyjcck3rw7qfhqf7ayvqdvfnvj3n34jxl06ydh,10034789,501739,0.501739
412,juno1yyhed4sc00jnfyzcsxnxpmlpgny7w87fs4ddlu,12000000,600000,0.6
413,juno1y9f0sc27zdn0af47d50e4g5m6hl8wl00un43uy,144752533,7237626,7.237626
414,juno1y95m3a8um3uhcjgdr6jw4hs5hz6ygl84eezwfv,11650000,582500,0.5825
415,juno1y94uk0hdf0sp60amfpyt95pnvx95wtaqywvvka,38398663,1919933,1.919933
416,juno1yxjgl5vrzwxs5fc79rgst8knx3nssy2e8rqh7g,10001,500,0.0005
417,juno1yxmchasl40gfk8k5z4wvhqtcq6vttraqjhcqpz,102676,5133,0.005133
418,juno1y8ykl7t4rtwkrv8nxrqdh2gg5wtq8ks3l9w9f0,10,0,0.0
419,juno1y895wujvctese26gylm74e4wej9q3r40yser6d,87462371,4373118,4.373118
420,juno1y8men6lptm9yh8aux73yr3yke0w3jmcwpq76vw,96586311,4829315,4.829315
421,juno1yg0sl0mymxdvrxpya4yepxtfcdr40fyz80umrh,10,0,0.0
422,juno1yfq24dsvn45g8tt8xhd9tlshr4638y5s50ytdk,70057554,3502877,3.502877
423,juno1y2f6q56hv2873qqzu6g00fq3kw8u0ner6c679j,39546287,1977314,1.977314
424,juno1y2lan2anmfwsz9p00l5j2rd7agclezyqy46mvy,50000,2500,0.0025
425,juno1ytem9skzmq7n7tlfcqjw6wqfgd587cn3drmwr9,5066108,253305,0.253305
426,juno1ytagpftcttkjt9y5g0e5e4eln03kjaglvw0ca2,1071641360,53582068,53.582068
427,juno1yvy3qzfkj5vp2vl8ktnlnatvekuws7nac0zrua,10001,500,0.0005
428,juno1yvxjmyp3x7e39pyn5spd5s2nxq9ernstnfyvce,56465838,2823291,2.823291
429,juno1yv8dykzaxt0qdrfa7kezrwlqasggwxvaclfwle,10000,500,0.0005
430,juno1yv5hempa80ma4x4rtk5uuz8tcu5p5uv0qvlg52,2291668,114583,0.114583
431,juno1yvkjsf9gkw0ux3xk2du09m6z9fe785d253y0w9,10520174,526008,0.526008
432,juno1yve4z5g0keuqgu6al53n6dxtpgfqunmm6sjklc,54735311,2736765,2.736765
433,juno1yv670ytdrgzxy7zmlh4wt0wse2r0q6ze9p2z3z,107445551,5372277,5.372277
434,juno1ydgfy54c638dnv5dqcl453azum29ezsng3zpgy,271647195,13582359,13.582359
435,juno1ydthxdntqc48ajqy87ecd343l0sfm3e6mf8y37,295203490,14760174,14.760174
436,juno1yddvq7jwa3q5vdussxypf6tgcnju98g8xlgdel,35620553,1781027,1.781027
437,juno1ydjsewxhaejq8jmym28gvhspgrzky5vm4cs67t,1,0,0.0
438,juno1ywqu29zf772sgwwy9xmxx74hzdmsylsl4z2mv2,1460000,73000,0.073
439,juno1yw929nvdrgljz078txw2xxdcq9346eqtnhl7x6,6993258,349662,0.349662
440,juno1yw27xgljr8nw3p5ffrjuyawxapxrr7xrux3qu8,10001,500,0.0005
441,juno1ywumjshxq988wm33ymgak4f3sq3e57aqyvn39l,324309451,16215472,16.215472
442,juno1y0zzjdsy4elzr2zmjqu5nfmhgdc4hg3j8m7azg,10422973,521148,0.521148
443,juno1y09ygg6ulskwdrl9luzcs2x22nsphd9lrkdn9h,5400000,270000,0.27
444,juno1ysq0ztmaqnvndx8xveadwjcy2vvk4fw20j8qr7,20003368,1000168,1.000168
445,juno1ysv2gvjs8hcw64yazywm4jv9ce50ng9nw3vc7c,2442445,122122,0.122122
446,juno1ysjrfcqs5t0gmnccu4rk5sc7cdm5l8zxhksf7n,39409073,1970453,1.970453
447,juno1yseyw694k4ngmq5wy5l2nwfl9uhv67xqwkv5vp,111924,5596,0.005596
448,juno1yseyl6nvphrff8mzkrsq0t6d23dgy23f6dd20m,1000000,50000,0.05
449,juno1ys7fk8qvmaxy2cahp6u6g4h2dhnev2279e5rh7,20000,1000,0.001
450,juno1y3s8sz3ner4xc7hpdylem2usxp5yegec4ayurz,67283140,3364157,3.364157
451,juno1yjq7cnjzq4k4498afreeuaxvntvwr83040m96n,184411218,9220560,9.22056
452,juno1yjpuqyt44u4wshvn00qdkvkflyzu3zqqa8g87s,185825591,9291279,9.291279
453,juno1yj8gd4ql3dxjcgucuy09lg955yg3mxpm7mhcpa,55050000,2752500,2.7525
454,juno1yj84hcw7j0yr0q69d7e7llaj0dazkht8p5xwys,27000000,1350000,1.35
455,juno1yj3juey8lzy6pm3q06uttzwffdnz83fwfsuyqh,200307558,10015377,10.015377
456,juno1yj5rfhr773l59424uyshzwz25dpptfvlzrfnaq,2100000,105000,0.105
457,juno1yj7uzxac2yp472jxwun6q6g6303cc3napcpvzh,1000,50,5e-05
458,juno1ynpz4z4slllnzz7j5e93w2hxlksg3nyaq0tt85,87190431,4359521,4.359521
459,juno1ynjv4l0vw6dvzcel4kqply5637jacfrd80nm7n,28000000,1400000,1.4
460,juno1yn7qxlhdlkdjt8e3ly2gxzphle6g0qpkasnv4e,112000,5600,0.0056
461,juno1y58lx2l7n8edgz0e5umwthywhw3pdgq8g7f5nl,10001,500,0.0005
462,juno1y53t6lr5a33g4ku3x6apksqw45k8w6h3vanjaw,551000000,27550000,27.55
463,juno1y5esd37mlhz59ha44v88a53adz769dsljp52sj,1001,50,5e-05
464,juno1y5lrage5jv76y7ex9qk7ps5wy0tvlczjpdslkz,3015298,150764,0.150764
465,juno1y5l6d8hwzuafdvwqw3nv537l7djdug5h4z5sn4,1110000,55500,0.0555
466,juno1y4yltgx407uk2mp2md70qe9n90ehnpnncyuw5v,10001,500,0.0005
467,juno1y4k0qvfpgsmjtfnjtscq5uyy23c253t73eq0u3,34925815,1746290,1.74629
468,juno1y4m793g8n2sldvtnaxztl2usqqerhd990vqn7k,15082000,754100,0.7541
469,juno1ykdyn32m2st760tt5udu7ljskky0y7cxjjlgz3,142091972,7104598,7.104598
470,juno1ykhf90ksm0x6rsqcqgpap6cmwt2cvugnycqc8k,1000000,50000,0.05
471,juno1yk77zxhtm23azqzv3wuv2vzdyvrsgmkyjh2t5f,169000000,8450000,8.45
472,juno1yhppklazvehhap0je5lerlpuwzq9jhzvxvnh0q,29800000,1490000,1.49
473,juno1yhzhxyrt4a5dvqky5q63pq2p0htu3km0s5xwtw,169000000,8450000,8.45
474,juno1yht8762nseqwaklagtc372w4999puqwmm9ckqs,201000000,10050000,10.05
475,juno1yhdxlyw2mtdsp7xhpl709u7ngrqmxxtfc6q3cc,90000000,4500000,4.5
476,juno1yh0kpvgcr36qc0cwfv7e3zwfn2ujs6gwm2sl0k,14381204,719060,0.71906
477,juno1yhsmse4j2pkuc94r7z9v7fxvh2j0mttc6wv9s6,5001110,250055,0.250055
478,juno1yhlu558r4wzrruva6ycfx76vexgfha4zhxmhdf,1326901,66345,0.066345
479,juno1ycpm557leuxslr34dul2arp94u4epzlkc7jq2h,34605705,1730285,1.730285
480,juno1ycxw0u24fn37407x95x4ancpl3yzp5flfgr575,5227899,261394,0.261394
481,juno1ycwf4ncrxzj8vynv8ejqvfx4mfy962phj7lcpj,80399850,4019992,4.019992
482,juno1ycjng0q734gp90rtw98jtnfc7yr5ch4wzayvuq,20000000,1000000,1.0
483,juno1yc4j8yw2wh2fcq3k7zsvntysggd93lhm8utkp0,100000000,5000000,5.0
484,juno1ych4hv5v4mm6r7lvzu2j5l4lntlqzmna5d22nk,10001,500,0.0005
485,juno1yclrw2qxzmyjxjry0fwusdurhkqgdag82cp7wy,25609267,1280463,1.280463
486,juno1ye354k3qpemlfpvrn0dpkumud3nfpgj6f2h3qm,78495024,3924751,3.924751
487,juno1ye7ywgqatch7y2ql8m9djzlt6csdp3gq8j28x4,9900000,495000,0.495
488,juno1y6djrmtxtt827v6vz8azwkvg8hplnkzgplp3sq,1001,50,5e-05
489,juno1y6sjuxpaejt6eep2jejfcfsj72hg4245j7xywt,1002347,50117,0.050117
490,juno1y6etqcaqnrvmwpft2wdkrzzqy5pwj0lxkaju4w,10,0,0.0
491,juno1y6603qh08ttze6vaqr3ucmclq4xxj88xypjlhf,10124537,506226,0.506226
492,juno1ym0dmpfg6pmgqqf69uq958gaxkpe3ch9crz45r,25000000,1250000,1.25
493,juno1ym4xrmp75fyu2y4jp593p7vnx5uzt6kfwlg2j7,10,0,0.0
494,juno1ymk2669m0w0q57ve0yuyp4q2zu88jpskswrcq9,2635914,131795,0.131795
495,juno1ym6hk2jvzfsl4hg02ttz8hpuxtjrlrjtm0kfsn,300155,15007,0.015007
496,juno1ymm8jzym5a5adarzwgsqkuge9422gs27v27jcq,47654352,2382717,2.382717
497,juno1yuza6hmvre5ech7hp36rk0lk4ta47qf3ce5tsx,1246583178,62329158,62.329158
498,juno1yuvxgqcd0r3jssfs3yjk7puf8ryqyjuutefkar,10,0,0.0
499,juno1yuhmlhdph958vjl46z8w5r24hpnwct4z05qf9u,27000000,1350000,1.35
500,juno1ya88xfuy0ue8agqxlqatqhspvxmqlxhxy4z2gp,51000000,2550000,2.55
501,juno1yafj3fuzffsm5cxx7f5fxfdn2se2xg48aus4gs,53800000,2690000,2.69
502,juno1yawwneg2qgxse7yulky3ftg2suhmv2sfqzp4zs,10001,500,0.0005
503,juno1yamfl2gjuzdjrwc4d072f5nzavnar86eudzu53,75000000,3750000,3.75
504,juno1y7ywkcr7lgjuh8xxrpw7enerjql2uwk6lcpdf7,10,0,0.0
505,juno1y7xj6lxsdkequ33yylgljxsaxrvqv5hwd9d34h,15170,758,0.000758
506,juno1y708t5wgmmvgeux48h0nywvarj04yakm2rlc2k,47566517,2378325,2.378325
507,juno1y70l0639aq4rv0rwtqawll2ppljq0khgzmh85m,231524036,11576201,11.576201
508,juno1y76q024chk57ehqzfdsezccp5gw0d0vfce9cs6,103047256,5152362,5.152362
509,juno1y76puslnxqgw9zweaktmjm45nx85nl9wrgdzay,5000000,250000,0.25
510,juno1y7uaetdakkkxmf5f5nru4cu87m8040xz6srwhs,50003815,2500190,2.50019
511,juno1ylxc3qt2083w86hnkq6l9ru6rudh35fnauk8wh,423107,21155,0.021155
512,juno1yl3v90a06k4lvnf204uspfsqfhkw74mwxujtxa,212000000,10600000,10.6
513,juno1ylh6rtney8hljckmjtcup05upuxctpv3c0jyzv,1941413,97070,0.09707
514,juno19qyv85du8r7gcjadhtjq4n96vdcz52h5y0df7g,400000000,20000000,20.0
515,juno19q9mp4pychw4d5quprtyvl2r0putl4hz3lg47s,24907000,1245350,1.24535
516,juno19qgaq7kh90h4f2frevcges6k68c2mkcl0f2ece,304036,15201,0.015201
517,juno19q6nwnhr05sfmh5j0wlfp5xc9gf4rnjahvkaas,22990000,1149500,1.1495
518,juno19p5x5xfdcueckslndyq7zlvt7tntuc6hwwdfmr,11000000,550000,0.55
519,juno19z54fsjd5m42cyfec0sl5pa73ppff8de67y9rw,107666000,5383300,5.3833
520,juno19zmcj84vl36dkxxcq3j5jw9jgqjutc2gpwth9u,15344087,767204,0.767204
521,juno19r2ryk9rzl4xjd72l04mn09g6ghxvptjvcha66,28829574,1441478,1.441478
522,juno19r6lyhmp7xpafyhv7la9g6knwk8gaq8stzk6l9,20306053,1015302,1.015302
523,juno19y7w26tmnvhqum0385j93mq0wl9jhte5h0jhp9,63000000,3150000,3.15
524,juno199dutmvy9xtkzeahjzvnwqgdwf2hfxfupw6jgn,1461000,73050,0.07305
525,juno199waz07epvwzus6h5pjlwx3ldw73a4xafylq3t,1001,50,5e-05
526,juno1990jcs48ynq3gphscm0jt8y2k3kxv8fgm0jeyw,1001,50,5e-05
527,juno199jzuncvp9qxneadgyshr207zaqh8jx34t3cv8,1001,50,5e-05
528,juno199mrw3sfqxe2fq27qgpaar9n23k9umm38x6hgy,1485393,74269,0.074269
529,juno199m8w7lt7yj5s40dgaqamg3tjnv8rhfm5f4f33,1580000,79000,0.079
530,juno1997zzrhj2tfmxg9rf69xefdveveqrqzcwdq52z,43750,2187,0.002187
531,juno1997n6vwgu3l250ltam0raut07970cumjktlfpc,27597239,1379861,1.379861
532,juno19xruvvgfe2mymvz82ww3n2wxm60huxexldxgkc,110038662,5501933,5.501933
533,juno19x8s668xm8vmuya26fqkms02afuarmgkvvqh9g,25000000,1250000,1.25
534,juno19x3ennztsrm64agesn7wtu2xncmu0ye83nswhp,10001,500,0.0005
535,juno19xkh4p2fermyf9m4dmr0gt8rmhmp9zg8vvht20,17856653,892832,0.892832
536,juno19xaeefq5pl597ukjcejyyq64070ecdmscn3nmk,15170,758,0.000758
537,juno198zxwuvufj7wkldnxdgq803kx8qj6a5zvxcve7,1010000,50500,0.0505
538,juno1983ezdpppz7m6637nta3pnumhka2sapn2ww0rl,1458000,72900,0.0729
539,juno1984xgt0e3q4txtjmkdexqq38yls4r2kqc3n7da,216986823,10849341,10.849341
540,juno19g2rynuj6u5a4a9m5e9g3hv2m7rdwln242ugl6,920000000,46000000,46.0
541,juno19g4h644j3z3dd98c0lg0xmjex8axerrg74n94j,1500000,75000,0.075
542,juno19frvek60qkhax7uekw5wm5na66l03jaytr6scw,66255262,3312763,3.312763
543,juno19fx96r72yc0eevkzxjahplrcacyhw8w4s6whmu,174822,8741,0.008741
544,juno19fst9rgz6gx0zpx2vtjtt3keane4gskq9qs677,10001,500,0.0005
545,juno19fhuu04xf6f37xm2xjxc4ch4jlpy0ckgyqt8uw,100000,5000,0.005
546,juno19fcg4wyarzj3arap0f34xc0n2wkql5s8d7y03m,10001,500,0.0005
547,juno19fuzmnqk5wtu2pcvfdq2asj9zn5g4hn59f0ukq,1058807,52940,0.05294
548,juno192xah9nza7d6sapx0ka97dnznpwqjnlqxv75sz,29866959,1493347,1.493347
549,juno192f3epa9wq9v4zl3n2u3ux7v3z57mt4mq4l69a,10256395,512819,0.512819
550,juno1920f90ynn6vcpvwytzhjce5a7cxuq4wac6ecwm,30000000,1500000,1.5
551,juno192cv6axcmy29ak0a0p084p7ts54m572h03qlqy,38750000,1937500,1.9375
552,juno1926hp9mx06sds0kvqq3zkcdxzlnwzlf2p8mzjj,110120,5506,0.005506
553,juno19ttj6w9pwcgyzpgk6pqccggqz34za7hk98rmpx,1700000,85000,0.085
554,juno19vqpxfhgdnq476hzuw7usqhq40yv27v3vcnmld,40200000,2010000,2.01
555,juno19v9pkens9uaplrdh6kl7rp9j482uhv3r7ugy3h,600000004,30000000,30.0
556,juno19v8vcw5u9hw02f04rhaufvaza9atl67evtr754,735862,36793,0.036793
557,juno19v0lyhcl99yrfxke9gk4vxa850tsdetuqnp6sh,98889874,4944493,4.944493
558,juno19dqcpj0nfe2890jhtjhl9nydcxg6xa4uwfh7k7,4000000,200000,0.2
559,juno19wt7w5ev5kwjmrqu0h43rmp2pg5vxmwue444yw,37109904,1855495,1.855495
560,juno190pj7x86udazs82e66e67sn3lwmsz9rr23jj3t,50000000,2500000,2.5
